,label,industry,year,chi_so,gia_tri
0,A32,Hàng cá nhân,2019.0,K_Z_V01,0.204354
1,A32,Hàng cá nhân,2018.0,K_Z_V01,0.149865
2,A32,Hàng cá nhân,2017.0,K_Z_V01,0.103489
3,A32,Hàng cá nhân,2016.0,K_Z_V01,0.094849
4,A32,Hàng cá nhân,2019.0,K_Z_V02,0.137103
5,A32,Hàng cá nhân,2018.0,K_Z_V02,0.110687
6,A32,Hàng cá nhân,2017.0,K_Z_V02,0.079304
7,A32,Hàng cá nhân,2016.0,K_Z_V02,0.083849
8,A32,Hàng cá nhân,2019.0,K_Z_V03,0.131627
9,A32,Hàng cá nhân,2018.0,K_Z_V03,0.110682
10,A32,Hàng cá nhân,2017.0,K_Z_V03,0.083947
11,A32,Hàng cá nhân,2016.0,K_Z_V03,0.092708
12,A32,Hàng cá nhân,2019.0,K_Z_V05,1.589877
13,A32,Hàng cá nhân,2018.0,K_Z_V05,1.378324
14,A32,Hàng cá nhân,2017.0,K_Z_V05,1.221396
15,A32,Hàng cá nhân,2016.0,K_Z_V05,1.353232
16,AAA,Hàng công nghiệp,2019.0,K_Z_V01,0.21718
17,AAA,Hàng công nghiệp,2018.0,K_Z_V01,0.104031
18,AAA,Hàng công nghiệp,2017.0,K_Z_V01,0.033197
19,AAA,Hàng công nghiệp,2016.0,K_Z_V01,0.071926
20,AAA,Hàng công nghiệp,2019.0,K_Z_V02,0.075454
21,AAA,Hàng công nghiệp,2018.0,K_Z_V02,0.035311
22,AAA,Hàng công nghiệp,2017.0,K_Z_V02,0.06201
23,AAA,Hàng công nghiệp,2016.0,K_Z_V02,0.052593
24,AAA,Hàng công nghiệp,2019.0,K_Z_V03,0.073916
25,AAA,Hàng công nghiệp,2018.0,K_Z_V03,0.032631
26,AAA,Hàng công nghiệp,2017.0,K_Z_V03,0.071252
27,AAA,Hàng công nghiệp,2016.0,K_Z_V03,0.053793
28,AAA,Hàng công nghiệp,2019.0,K_Z_V04,0.372665
29,AAA,Hàng công nghiệp,2018.0,K_Z_V04,0.428215
30,AAA,Hàng công nghiệp,2017.0,K_Z_V04,0.537884
31,AAA,Hàng công nghiệp,2016.0,K_Z_V04,0.361481
32,AAA,Hàng công nghiệp,2019.0,K_Z_V05,1.161603
33,AAA,Hàng công nghiệp,2018.0,K_Z_V05,1.065035
34,AAA,Hàng công nghiệp,2017.0,K_Z_V05,0.890871
35,AAA,Hàng công nghiệp,2016.0,K_Z_V05,0.697129
36,AAM,Sản xuất thực phẩm,2019.0,K_Z_V01,0.750266
37,AAM,Sản xuất thực phẩm,2018.0,K_Z_V01,0.73964
38,AAM,Sản xuất thực phẩm,2017.0,K_Z_V01,0.750363
39,AAM,Sản xuất thực phẩm,2016.0,K_Z_V01,0.782657
40,AAM,Sản xuất thực phẩm,2019.0,K_Z_V02,0.067313
41,AAM,Sản xuất thực phẩm,2018.0,K_Z_V02,0.067978
42,AAM,Sản xuất thực phẩm,2017.0,K_Z_V02,0.067743
43,AAM,Sản xuất thực phẩm,2016.0,K_Z_V02,0.08167
44,AAM,Sản xuất thực phẩm,2019.0,K_Z_V03,0.031209
45,AAM,Sản xuất thực phẩm,2018.0,K_Z_V03,0.046235
46,AAM,Sản xuất thực phẩm,2017.0,K_Z_V03,0.014902
47,AAM,Sản xuất thực phẩm,2016.0,K_Z_V03,0.005871
48,AAM,Sản xuất thực phẩm,2019.0,K_Z_V04,8.778453
49,AAM,Sản xuất thực phẩm,2018.0,K_Z_V04,5.209726
50,AAM,Sản xuất thực phẩm,2017.0,K_Z_V04,8.190256
51,AAM,Sản xuất thực phẩm,2016.0,K_Z_V04,6.28402
52,AAM,Sản xuất thực phẩm,2019.0,K_Z_V05,0.991363
53,AAM,Sản xuất thực phẩm,2018.0,K_Z_V05,0.956331
54,AAM,Sản xuất thực phẩm,2017.0,K_Z_V05,0.897579
55,AAM,Sản xuất thực phẩm,2016.0,K_Z_V05,1.080437
56,AAS,NULL,2019.0,K_Z_V01,0.53032
57,AAS,NULL,2019.0,K_Z_V02,0.060139
58,AAS,NULL,2019.0,K_Z_V03,0.045372
59,AAS,NULL,2019.0,K_Z_V05,0.224685
60,AAT,NULL,2019.0,K_Z_V01,0.129515
61,AAT,NULL,2018.0,K_Z_V01,0.075721
62,AAT,NULL,2017.0,K_Z_V01,-0.036366
63,AAT,NULL,2016.0,K_Z_V01,-0.097733
64,AAT,NULL,2019.0,K_Z_V02,0.10391
65,AAT,NULL,2018.0,K_Z_V02,0.069601
66,AAT,NULL,2017.0,K_Z_V02,0.028349
67,AAT,NULL,2016.0,K_Z_V02,0.028419
68,AAT,NULL,2019.0,K_Z_V03,0.038999
69,AAT,NULL,2018.0,K_Z_V03,0.049103
70,AAT,NULL,2017.0,K_Z_V03,0.006807
71,AAT,NULL,2016.0,K_Z_V03,0.000169
72,AAT,NULL,2019.0,K_Z_V05,0.49327
73,AAT,NULL,2018.0,K_Z_V05,0.498251
74,AAT,NULL,2017.0,K_Z_V05,0.197127
75,AAT,NULL,2016.0,K_Z_V05,0.129505
76,AAV,Bất động sản,2019.0,K_Z_V01,0.305976
77,AAV,Bất động sản,2018.0,K_Z_V01,0.096348
78,AAV,Bất động sản,2017.0,K_Z_V01,-0.002997
79,AAV,Bất động sản,2016.0,K_Z_V01,0.201638
80,AAV,Bất động sản,2019.0,K_Z_V02,0.061612
81,AAV,Bất động sản,2018.0,K_Z_V02,0.099852
82,AAV,Bất động sản,2017.0,K_Z_V02,0.057271
83,AAV,Bất động sản,2016.0,K_Z_V02,0.041016
84,AAV,Bất động sản,2019.0,K_Z_V03,0.068455
85,AAV,Bất động sản,2018.0,K_Z_V03,0.122443
86,AAV,Bất động sản,2017.0,K_Z_V03,0.07875
87,AAV,Bất động sản,2016.0,K_Z_V03,0.054033
88,AAV,Bất động sản,2019.0,K_Z_V04,1.103883
89,AAV,Bất động sản,2018.0,K_Z_V04,0.592745
90,AAV,Bất động sản,2019.0,K_Z_V05,0.931419
91,AAV,Bất động sản,2018.0,K_Z_V05,1.203134
92,AAV,Bất động sản,2017.0,K_Z_V05,0.662018
93,AAV,Bất động sản,2016.0,K_Z_V05,0.458567
94,ABC,Viễn thông di động,2019.0,K_Z_V01,0.560239
95,ABC,Viễn thông di động,2018.0,K_Z_V01,0.634936
96,ABC,Viễn thông di động,2017.0,K_Z_V01,0.561032
97,ABC,Viễn thông di động,2016.0,K_Z_V01,0.542916
98,ABC,Viễn thông di động,2019.0,K_Z_V02,0.080278
99,ABC,Viễn thông di động,2018.0,K_Z_V02,0.079393
100,ABC,Viễn thông di động,2017.0,K_Z_V02,0.068253
101,ABC,Viễn thông di động,2016.0,K_Z_V02,0.116456
102,ABC,Viễn thông di động,2019.0,K_Z_V03,0.044222
103,ABC,Viễn thông di động,2018.0,K_Z_V03,0.03834
104,ABC,Viễn thông di động,2017.0,K_Z_V03,0.572307
105,ABC,Viễn thông di động,2016.0,K_Z_V03,0.098182
106,ABC,Viễn thông di động,2019.0,K_Z_V04,0.618838
107,ABC,Viễn thông di động,2018.0,K_Z_V04,0.581889
108,ABC,Viễn thông di động,2017.0,K_Z_V04,1.506222
109,ABC,Viễn thông di động,2016.0,K_Z_V04,0.719064
110,ABC,Viễn thông di động,2019.0,K_Z_V05,2.673894
111,ABC,Viễn thông di động,2018.0,K_Z_V05,1.125487
112,ABC,Viễn thông di động,2017.0,K_Z_V05,5.964341
113,ABC,Viễn thông di động,2016.0,K_Z_V05,6.197989
114,ABG,NULL,2017.0,K_Z_V01,0.075469
115,ABG,NULL,2016.0,K_Z_V01,0.095017
116,ABG,NULL,2017.0,K_Z_V02,0.111025
117,ABG,NULL,2016.0,K_Z_V02,0.075209
118,ABG,NULL,2017.0,K_Z_V03,0.047988
119,ABG,NULL,2016.0,K_Z_V03,0.022108
120,ABG,NULL,2017.0,K_Z_V05,0.204593
121,ABG,NULL,2016.0,K_Z_V05,0.095404
122,ABI,Bảo hiểm phi nhân thọ,2019.0,K_Z_V01,0.271251
123,ABI,Bảo hiểm phi nhân thọ,2018.0,K_Z_V01,0.256145
124,ABI,Bảo hiểm phi nhân thọ,2017.0,K_Z_V01,0.27644
125,ABI,Bảo hiểm phi nhân thọ,2016.0,K_Z_V01,0.274496
126,ABI,Bảo hiểm phi nhân thọ,2019.0,K_Z_V02,0.116304
127,ABI,Bảo hiểm phi nhân thọ,2018.0,K_Z_V02,0.097166
128,ABI,Bảo hiểm phi nhân thọ,2017.0,K_Z_V02,0.089349
129,ABI,Bảo hiểm phi nhân thọ,2016.0,K_Z_V02,0.092844
130,ABI,Bảo hiểm phi nhân thọ,2019.0,K_Z_V03,0
131,ABI,Bảo hiểm phi nhân thọ,2018.0,K_Z_V03,0
132,ABI,Bảo hiểm phi nhân thọ,2017.0,K_Z_V03,0
133,ABI,Bảo hiểm phi nhân thọ,2016.0,K_Z_V03,0
134,ABI,Bảo hiểm phi nhân thọ,2019.0,K_Z_V04,0.571066
135,ABI,Bảo hiểm phi nhân thọ,2018.0,K_Z_V04,0.514058
136,ABI,Bảo hiểm phi nhân thọ,2017.0,K_Z_V04,0.665535
137,ABI,Bảo hiểm phi nhân thọ,2016.0,K_Z_V04,0.67738
138,ABI,Bảo hiểm phi nhân thọ,2019.0,K_Z_V05,0.598153
139,ABI,Bảo hiểm phi nhân thọ,2018.0,K_Z_V05,0.604854
140,ABI,Bảo hiểm phi nhân thọ,2017.0,K_Z_V05,0.589513
141,ABI,Bảo hiểm phi nhân thọ,2016.0,K_Z_V05,0.631424
142,ABR,Bán lẻ,2019.0,K_Z_V01,0.489857
143,ABR,Bán lẻ,2018.0,K_Z_V01,0.568177
144,ABR,Bán lẻ,2017.0,K_Z_V01,0.575373
145,ABR,Bán lẻ,2016.0,K_Z_V01,0.6163
146,ABR,Bán lẻ,2019.0,K_Z_V02,0.045318
147,ABR,Bán lẻ,2018.0,K_Z_V02,0.092065
148,ABR,Bán lẻ,2017.0,K_Z_V02,0.094928
149,ABR,Bán lẻ,2016.0,K_Z_V02,0.082269
150,ABR,Bán lẻ,2019.0,K_Z_V03,0.042233
151,ABR,Bán lẻ,2018.0,K_Z_V03,0.05997
152,ABR,Bán lẻ,2017.0,K_Z_V03,0.025069
153,ABR,Bán lẻ,2016.0,K_Z_V03,0.076098
154,ABR,Bán lẻ,2019.0,K_Z_V05,0.10466
155,ABR,Bán lẻ,2018.0,K_Z_V05,0.590451
156,ABR,Bán lẻ,2017.0,K_Z_V05,0.737367
157,ABR,Bán lẻ,2016.0,K_Z_V05,0.856097
158,ABS,Hóa chất,2019.0,K_Z_V01,0.146747
159,ABS,Hóa chất,2018.0,K_Z_V01,0.147315
160,ABS,Hóa chất,2017.0,K_Z_V01,0.104206
161,ABS,Hóa chất,2019.0,K_Z_V02,0.173917
162,ABS,Hóa chất,2018.0,K_Z_V02,0.141751
163,ABS,Hóa chất,2017.0,K_Z_V02,0.09854
164,ABS,Hóa chất,2019.0,K_Z_V03,0.065054
165,ABS,Hóa chất,2018.0,K_Z_V03,0.064436
166,ABS,Hóa chất,2017.0,K_Z_V03,0.067684
167,ABS,Hóa chất,2019.0,K_Z_V05,1.192378
168,ABS,Hóa chất,2018.0,K_Z_V05,0.813586
169,ABS,Hóa chất,2017.0,K_Z_V05,1.053846
170,ABT,Sản xuất thực phẩm,2019.0,K_Z_V01,0.256938
171,ABT,Sản xuất thực phẩm,2018.0,K_Z_V01,0.291534
172,ABT,Sản xuất thực phẩm,2017.0,K_Z_V01,0.228375
173,ABT,Sản xuất thực phẩm,2016.0,K_Z_V01,0.529905
174,ABT,Sản xuất thực phẩm,2019.0,K_Z_V02,0.040831
175,ABT,Sản xuất thực phẩm,2018.0,K_Z_V02,0.053259
176,ABT,Sản xuất thực phẩm,2017.0,K_Z_V02,0.020441
177,ABT,Sản xuất thực phẩm,2016.0,K_Z_V02,0.037813
178,ABT,Sản xuất thực phẩm,2019.0,K_Z_V03,0.101747
179,ABT,Sản xuất thực phẩm,2018.0,K_Z_V03,0.137472
180,ABT,Sản xuất thực phẩm,2017.0,K_Z_V03,0.051862
181,ABT,Sản xuất thực phẩm,2016.0,K_Z_V03,0.083983
182,ABT,Sản xuất thực phẩm,2019.0,K_Z_V04,3.466466
183,ABT,Sản xuất thực phẩm,2018.0,K_Z_V04,3.937983
184,ABT,Sản xuất thực phẩm,2017.0,K_Z_V04,1.418968
185,ABT,Sản xuất thực phẩm,2016.0,K_Z_V04,1.88986
186,ABT,Sản xuất thực phẩm,2019.0,K_Z_V05,0.670708
187,ABT,Sản xuất thực phẩm,2018.0,K_Z_V05,0.742577
188,ABT,Sản xuất thực phẩm,2017.0,K_Z_V05,0.608494
189,ABT,Sản xuất thực phẩm,2016.0,K_Z_V05,0.654251
190,AC4,Xây dựng và Vật liệu,2019.0,K_Z_V01,0.13554
191,AC4,Xây dựng và Vật liệu,2018.0,K_Z_V01,0.164204
192,AC4,Xây dựng và Vật liệu,2017.0,K_Z_V01,0.12137
193,AC4,Xây dựng và Vật liệu,2016.0,K_Z_V01,0.083211
194,AC4,Xây dựng và Vật liệu,2019.0,K_Z_V02,0.02153
195,AC4,Xây dựng và Vật liệu,2018.0,K_Z_V02,0.023226
196,AC4,Xây dựng và Vật liệu,2017.0,K_Z_V02,0.01513
197,AC4,Xây dựng và Vật liệu,2016.0,K_Z_V02,0.009748
198,AC4,Xây dựng và Vật liệu,2019.0,K_Z_V03,0.033914
199,AC4,Xây dựng và Vật liệu,2018.0,K_Z_V03,0.042164
200,AC4,Xây dựng và Vật liệu,2017.0,K_Z_V03,0.03671
201,AC4,Xây dựng và Vật liệu,2016.0,K_Z_V03,0.027255
202,AC4,Xây dựng và Vật liệu,2019.0,K_Z_V05,1.365381
203,AC4,Xây dựng và Vật liệu,2018.0,K_Z_V05,1.726559
204,AC4,Xây dựng và Vật liệu,2017.0,K_Z_V05,1.481593
205,AC4,Xây dựng và Vật liệu,2016.0,K_Z_V05,1.107531
206,ACC,Xây dựng và Vật liệu,2019.0,K_Z_V01,0.361055
207,ACC,Xây dựng và Vật liệu,2018.0,K_Z_V01,0.454697
208,ACC,Xây dựng và Vật liệu,2017.0,K_Z_V01,0.482804
209,ACC,Xây dựng và Vật liệu,2016.0,K_Z_V01,0.467684
210,ACC,Xây dựng và Vật liệu,2019.0,K_Z_V02,0.097983
211,ACC,Xây dựng và Vật liệu,2018.0,K_Z_V02,0.094924
212,ACC,Xây dựng và Vật liệu,2017.0,K_Z_V02,0.086945
213,ACC,Xây dựng và Vật liệu,2016.0,K_Z_V02,0.084339
214,ACC,Xây dựng và Vật liệu,2019.0,K_Z_V03,0.105373
215,ACC,Xây dựng và Vật liệu,2018.0,K_Z_V03,0.113949
216,ACC,Xây dựng và Vật liệu,2017.0,K_Z_V03,0.093788
217,ACC,Xây dựng và Vật liệu,2016.0,K_Z_V03,0.166521
218,ACC,Xây dựng và Vật liệu,2019.0,K_Z_V04,0.229716
219,ACC,Xây dựng và Vật liệu,2018.0,K_Z_V04,0.436811
220,ACC,Xây dựng và Vật liệu,2017.0,K_Z_V04,0.463552
221,ACC,Xây dựng và Vật liệu,2016.0,K_Z_V04,0.724716
222,ACC,Xây dựng và Vật liệu,2019.0,K_Z_V05,0.953001
223,ACC,Xây dựng và Vật liệu,2018.0,K_Z_V05,1.036554
224,ACC,Xây dựng và Vật liệu,2017.0,K_Z_V05,0.831094
225,ACC,Xây dựng và Vật liệu,2016.0,K_Z_V05,1.248311
226,ACE,Xây dựng và Vật liệu,2019.0,K_Z_V01,0.320376
227,ACE,Xây dựng và Vật liệu,2018.0,K_Z_V01,0.306717
228,ACE,Xây dựng và Vật liệu,2017.0,K_Z_V01,0.392454
229,ACE,Xây dựng và Vật liệu,2016.0,K_Z_V01,0.385075
230,ACE,Xây dựng và Vật liệu,2019.0,K_Z_V02,0.102252
231,ACE,Xây dựng và Vật liệu,2018.0,K_Z_V02,0.105636
232,ACE,Xây dựng và Vật liệu,2017.0,K_Z_V02,0.149495
233,ACE,Xây dựng và Vật liệu,2016.0,K_Z_V02,0.169201
234,ACE,Xây dựng và Vật liệu,2019.0,K_Z_V03,0.095051
235,ACE,Xây dựng và Vật liệu,2018.0,K_Z_V03,0.099558
236,ACE,Xây dựng và Vật liệu,2017.0,K_Z_V03,0.143411
237,ACE,Xây dựng và Vật liệu,2016.0,K_Z_V03,0.184847
238,ACE,Xây dựng và Vật liệu,2019.0,K_Z_V04,0.653992
239,ACE,Xây dựng và Vật liệu,2018.0,K_Z_V04,0.4986
240,ACE,Xây dựng và Vật liệu,2017.0,K_Z_V04,0.965766
241,ACE,Xây dựng và Vật liệu,2016.0,K_Z_V04,0.654854
242,ACE,Xây dựng và Vật liệu,2019.0,K_Z_V05,1.769948
243,ACE,Xây dựng và Vật liệu,2018.0,K_Z_V05,1.670104
244,ACE,Xây dựng và Vật liệu,2017.0,K_Z_V05,2.144606
245,ACE,Xây dựng và Vật liệu,2016.0,K_Z_V05,2.107284
246,ACL,Sản xuất thực phẩm,2019.0,K_Z_V01,0.209235
247,ACL,Sản xuất thực phẩm,2018.0,K_Z_V01,0.140217
248,ACL,Sản xuất thực phẩm,2017.0,K_Z_V01,0.027673
249,ACL,Sản xuất thực phẩm,2016.0,K_Z_V01,0.017031
250,ACL,Sản xuất thực phẩm,2019.0,K_Z_V02,0.279142
251,ACL,Sản xuất thực phẩm,2018.0,K_Z_V02,0.22359
252,ACL,Sản xuất thực phẩm,2017.0,K_Z_V02,0.105094
253,ACL,Sản xuất thực phẩm,2016.0,K_Z_V02,0.07931
254,ACL,Sản xuất thực phẩm,2019.0,K_Z_V03,0.109376
255,ACL,Sản xuất thực phẩm,2018.0,K_Z_V03,0.19355
256,ACL,Sản xuất thực phẩm,2017.0,K_Z_V03,0.021463
257,ACL,Sản xuất thực phẩm,2016.0,K_Z_V03,0.021762
258,ACL,Sản xuất thực phẩm,2019.0,K_Z_V04,0.293159
259,ACL,Sản xuất thực phẩm,2018.0,K_Z_V04,0.365526
260,ACL,Sản xuất thực phẩm,2017.0,K_Z_V04,0.104593
261,ACL,Sản xuất thực phẩm,2016.0,K_Z_V04,0.069053
262,ACL,Sản xuất thực phẩm,2019.0,K_Z_V05,0.974321
263,ACL,Sản xuất thực phẩm,2018.0,K_Z_V05,1.260647
264,ACL,Sản xuất thực phẩm,2017.0,K_Z_V05,1.082568
265,ACL,Sản xuất thực phẩm,2016.0,K_Z_V05,1.089885
266,ACM,Khai khoáng,2019.0,K_Z_V01,0.033724
267,ACM,Khai khoáng,2018.0,K_Z_V01,0.074208
268,ACM,Khai khoáng,2017.0,K_Z_V01,0.239495
269,ACM,Khai khoáng,2016.0,K_Z_V01,0.234216
270,ACM,Khai khoáng,2019.0,K_Z_V02,-0.142585
271,ACM,Khai khoáng,2018.0,K_Z_V02,-0.145522
272,ACM,Khai khoáng,2017.0,K_Z_V02,-0.000022
273,ACM,Khai khoáng,2016.0,K_Z_V02,0.039817
274,ACM,Khai khoáng,2019.0,K_Z_V03,0.001013
275,ACM,Khai khoáng,2018.0,K_Z_V03,-0.139959
276,ACM,Khai khoáng,2017.0,K_Z_V03,-0.042481
277,ACM,Khai khoáng,2016.0,K_Z_V03,0.017208
278,ACM,Khai khoáng,2019.0,K_Z_V04,0.16866
279,ACM,Khai khoáng,2018.0,K_Z_V04,0.290552
280,ACM,Khai khoáng,2017.0,K_Z_V04,0.653387
281,ACM,Khai khoáng,2016.0,K_Z_V04,0.710545
282,ACM,Khai khoáng,2019.0,K_Z_V05,0.025815
283,ACM,Khai khoáng,2018.0,K_Z_V05,0.033523
284,ACM,Khai khoáng,2017.0,K_Z_V05,0.026153
285,ACM,Khai khoáng,2016.0,K_Z_V05,0.184964
286,ACS,Xây dựng và Vật liệu,2019.0,K_Z_V01,0.00383
287,ACS,Xây dựng và Vật liệu,2018.0,K_Z_V01,0.033879
288,ACS,Xây dựng và Vật liệu,2017.0,K_Z_V01,-0.19793
289,ACS,Xây dựng và Vật liệu,2016.0,K_Z_V01,-0.199847
290,ACS,Xây dựng và Vật liệu,2019.0,K_Z_V02,0.004806
291,ACS,Xây dựng và Vật liệu,2018.0,K_Z_V02,0.012953
292,ACS,Xây dựng và Vật liệu,2017.0,K_Z_V02,0.011074
293,ACS,Xây dựng và Vật liệu,2016.0,K_Z_V02,0.016983
294,ACS,Xây dựng và Vật liệu,2019.0,K_Z_V03,0.003386
295,ACS,Xây dựng và Vật liệu,2018.0,K_Z_V03,0.014368
296,ACS,Xây dựng và Vật liệu,2017.0,K_Z_V03,0.015045
297,ACS,Xây dựng và Vật liệu,2016.0,K_Z_V03,0.027698
298,ACS,Xây dựng và Vật liệu,2019.0,K_Z_V05,0.905615
299,ACS,Xây dựng và Vật liệu,2018.0,K_Z_V05,0.665695
300,ACS,Xây dựng và Vật liệu,2017.0,K_Z_V05,0.673135
301,ACS,Xây dựng và Vật liệu,2016.0,K_Z_V05,1.076194
302,ACV,Vận tải,2019.0,K_Z_V01,0.528967
303,ACV,Vận tải,2018.0,K_Z_V01,0.440034
304,ACV,Vận tải,2017.0,K_Z_V01,0.386248
305,ACV,Vận tải,2016.0,K_Z_V01,0.292574
306,ACV,Vận tải,2019.0,K_Z_V02,0.152733
307,ACV,Vận tải,2018.0,K_Z_V02,0.119298
308,ACV,Vận tải,2017.0,K_Z_V02,0.098627
309,ACV,Vận tải,2016.0,K_Z_V02,0.048503
310,ACV,Vận tải,2019.0,K_Z_V03,0.174416
311,ACV,Vận tải,2018.0,K_Z_V03,0.140843
312,ACV,Vận tải,2017.0,K_Z_V03,0.108178
313,ACV,Vận tải,2016.0,K_Z_V03,0.090441
314,ACV,Vận tải,2019.0,K_Z_V04,7.521878
315,ACV,Vận tải,2018.0,K_Z_V04,8.32326
316,ACV,Vận tải,2017.0,K_Z_V04,11.63692
317,ACV,Vận tải,2016.0,K_Z_V04,4.447226
318,ACV,Vận tải,2019.0,K_Z_V05,0.315668
319,ACV,Vận tải,2018.0,K_Z_V05,0.301003
320,ACV,Vận tải,2017.0,K_Z_V05,0.282193
321,ACV,Vận tải,2016.0,K_Z_V05,0.313358
322,ADC,Dịch vụ tài chính,2019.0,K_Z_V01,0.195829
323,ADC,Dịch vụ tài chính,2018.0,K_Z_V01,0.201366
324,ADC,Dịch vụ tài chính,2017.0,K_Z_V01,0.176193
325,ADC,Dịch vụ tài chính,2016.0,K_Z_V01,0.218664
326,ADC,Dịch vụ tài chính,2019.0,K_Z_V02,0.085813
327,ADC,Dịch vụ tài chính,2018.0,K_Z_V02,0.085048
328,ADC,Dịch vụ tài chính,2017.0,K_Z_V02,0.085757
329,ADC,Dịch vụ tài chính,2016.0,K_Z_V02,0.079159
330,ADC,Dịch vụ tài chính,2019.0,K_Z_V03,0.103689
331,ADC,Dịch vụ tài chính,2018.0,K_Z_V03,0.103128
332,ADC,Dịch vụ tài chính,2017.0,K_Z_V03,0.102102
333,ADC,Dịch vụ tài chính,2016.0,K_Z_V03,0.095146
334,ADC,Dịch vụ tài chính,2019.0,K_Z_V04,0.426223
335,ADC,Dịch vụ tài chính,2018.0,K_Z_V04,0.493028
336,ADC,Dịch vụ tài chính,2017.0,K_Z_V04,0.426008
337,ADC,Dịch vụ tài chính,2016.0,K_Z_V04,0.488427
338,ADC,Dịch vụ tài chính,2019.0,K_Z_V05,2.937977
339,ADC,Dịch vụ tài chính,2018.0,K_Z_V05,2.967854
340,ADC,Dịch vụ tài chính,2017.0,K_Z_V05,2.768213
341,ADC,Dịch vụ tài chính,2016.0,K_Z_V05,2.611467
342,ADG,Truyền thông,2019.0,K_Z_V01,0.354762
343,ADG,Truyền thông,2018.0,K_Z_V01,0.477302
344,ADG,Truyền thông,2017.0,K_Z_V01,0.316522
345,ADG,Truyền thông,2019.0,K_Z_V02,0.205972
346,ADG,Truyền thông,2018.0,K_Z_V02,0.251732
347,ADG,Truyền thông,2017.0,K_Z_V02,0.219372
348,ADG,Truyền thông,2019.0,K_Z_V03,0.25003
349,ADG,Truyền thông,2018.0,K_Z_V03,0.217104
350,ADG,Truyền thông,2017.0,K_Z_V03,0.183088
351,ADG,Truyền thông,2019.0,K_Z_V04,3.462388
352,ADG,Truyền thông,2019.0,K_Z_V05,1.736926
353,ADG,Truyền thông,2018.0,K_Z_V05,2.79097
354,ADG,Truyền thông,2017.0,K_Z_V05,2.192994
355,ADP,Xây dựng và Vật liệu,2019.0,K_Z_V01,0.488138
356,ADP,Xây dựng và Vật liệu,2018.0,K_Z_V01,0.410275
357,ADP,Xây dựng và Vật liệu,2017.0,K_Z_V01,0.343724
358,ADP,Xây dựng và Vật liệu,2016.0,K_Z_V01,0.377058
359,ADP,Xây dựng và Vật liệu,2019.0,K_Z_V02,0.088237
360,ADP,Xây dựng và Vật liệu,2018.0,K_Z_V02,0.075283
361,ADP,Xây dựng và Vật liệu,2017.0,K_Z_V02,0.111828
362,ADP,Xây dựng và Vật liệu,2016.0,K_Z_V02,0.167774
363,ADP,Xây dựng và Vật liệu,2019.0,K_Z_V03,0.176941
364,ADP,Xây dựng và Vật liệu,2018.0,K_Z_V03,0.135575
365,ADP,Xây dựng và Vật liệu,2017.0,K_Z_V03,0.189894
366,ADP,Xây dựng và Vật liệu,2016.0,K_Z_V03,0.359903
367,ADP,Xây dựng và Vật liệu,2019.0,K_Z_V05,1.869053
368,ADP,Xây dựng và Vật liệu,2018.0,K_Z_V05,1.841017
369,ADP,Xây dựng và Vật liệu,2017.0,K_Z_V05,1.685507
370,ADP,Xây dựng và Vật liệu,2016.0,K_Z_V05,2.203307
371,ADS,Hàng cá nhân,2019.0,K_Z_V01,0.082939
372,ADS,Hàng cá nhân,2018.0,K_Z_V01,0.093219
373,ADS,Hàng cá nhân,2017.0,K_Z_V01,0.104994
374,ADS,Hàng cá nhân,2016.0,K_Z_V01,-0.055469
375,ADS,Hàng cá nhân,2019.0,K_Z_V02,0.021321
376,ADS,Hàng cá nhân,2018.0,K_Z_V02,0.048266
377,ADS,Hàng cá nhân,2017.0,K_Z_V02,0.055158
378,ADS,Hàng cá nhân,2016.0,K_Z_V02,0.051369
379,ADS,Hàng cá nhân,2019.0,K_Z_V03,0.004049
380,ADS,Hàng cá nhân,2018.0,K_Z_V03,0.03148
381,ADS,Hàng cá nhân,2017.0,K_Z_V03,0.046143
382,ADS,Hàng cá nhân,2016.0,K_Z_V03,0.02949
383,ADS,Hàng cá nhân,2019.0,K_Z_V04,0.155672
384,ADS,Hàng cá nhân,2018.0,K_Z_V04,0.170236
385,ADS,Hàng cá nhân,2017.0,K_Z_V04,0.213266
386,ADS,Hàng cá nhân,2016.0,K_Z_V04,0.150984
387,ADS,Hàng cá nhân,2019.0,K_Z_V05,0.983651
388,ADS,Hàng cá nhân,2018.0,K_Z_V05,1.073871
389,ADS,Hàng cá nhân,2017.0,K_Z_V05,0.960544
390,ADS,Hàng cá nhân,2016.0,K_Z_V05,0.872037
391,AFC,Lâm nghiệp và Giấy,2019.0,K_Z_V01,0.007403
392,AFC,Lâm nghiệp và Giấy,2018.0,K_Z_V01,-0.096528
393,AFC,Lâm nghiệp và Giấy,2017.0,K_Z_V01,0.0703
394,AFC,Lâm nghiệp và Giấy,2016.0,K_Z_V01,0.051132
395,AFC,Lâm nghiệp và Giấy,2019.0,K_Z_V02,0.038862
396,AFC,Lâm nghiệp và Giấy,2018.0,K_Z_V02,-0.003465
397,AFC,Lâm nghiệp và Giấy,2017.0,K_Z_V02,-0.010644
398,AFC,Lâm nghiệp và Giấy,2016.0,K_Z_V02,0
399,AFC,Lâm nghiệp và Giấy,2019.0,K_Z_V03,0.051168
400,AFC,Lâm nghiệp và Giấy,2018.0,K_Z_V03,0.002313
401,AFC,Lâm nghiệp và Giấy,2017.0,K_Z_V03,-0.014926
