,label,industry,year,K_C_V01,K_C_V02,K_C_V03,K_C_V04,K_C_V05,K_C_V06,K_C_V07,K_C_V08,K_C_V09,K_C_V10,K_C_V13,K_C_V14,K_C_V15,K_C_V16,K_C_V17,K_C_V18,K_C_V19,K_C_V20,K_C_V21,K_C_V22,K_C_V23,K_C_V25,K_C_V28,K_C_V29,K_C_V30,K_C_V32,K_C_V33,K_C_V34
3984,PPY,Nước & Khí đốt,2017.0,1.942748,0.006995,20.350141,-125.140772,0.232015,0.438405,0.011773,0.023333,0.391508,0.529225,1.981826,0.504585,1.018511,0.033939,7.949858,-0.032263,31.318082,18.559664,0.053787,0.404164,-29.576108,0.031875,-0.110378,0.077618,0.24834,-0.065022,0.170298,-0.434237
3985,PPY,Nước & Khí đốt,2018.0,1.952231,0.007917,14.834031,-135.833859,0.101123,0.235565,0.019848,0.048067,0.408433,0.429281,2.421714,0.412931,0.703376,0.063212,9.868886,-0.031748,102.042124,25.264497,0.039581,0.492921,-97.167674,0.0098,-0.60345,0.109639,0.302803,-0.050835,0.084792,0.462445
3986,PPY,Nước & Khí đốt,2019.0,1.949854,0.006116,14.95893,-205.635215,0.106108,0.242257,0.008554,0.02289,0.391912,0.437998,2.675833,0.418924,0.720946,0.077385,9.810732,-0.030061,88.321025,23.912404,0.041819,0.469951,-83.892038,0.011322,0.139061,0.034965,-0.016565,0.041643,0.08511,-0.238447
3987,PQN,Vận tải,2017.0,1.915547,0.039153,45.295248,,0.027853,0.071801,0.199837,0.411769,0.228738,0.387919,2.060529,0.95718,22.353632,-0.357807,1.863062,0.0,33.088498,4.02912,0.248193,0.077833,-30.294063,0.030222,,,,,,
3988,PQN,Vận tải,2018.0,1.921332,0.030429,115.417406,,0.047451,0.110035,0.188537,0.398995,0.27689,0.431232,2.116265,0.936924,14.853835,-0.331037,0.807305,-0.088939,16.725308,2.866217,0.348892,0.062433,-15.409569,0.05979,0.731771,-0.184609,-0.119107,0.23052,-0.040272,-0.319699
3989,PQN,Vận tải,2019.0,1.928863,0.029902,148.655218,,0.038957,0.090356,0.13255,0.296648,0.391546,0.431151,2.238002,0.916299,10.947217,-0.314846,0.826723,-0.060668,21.162954,2.105618,0.47492,0.058649,-19.657483,0.047252,-0.188135,-0.071063,0.03567,0.398349,-0.066377,0.0095
3990,PRC,Vận tải,2016.0,1.903089,0.027441,26.427599,-2097.834379,0.034316,0.108467,0.018128,0.044201,0.262099,0.316375,2.43825,0.589993,1.438981,0.044548,3.635131,-0.026531,52.743582,6.90566,0.144809,0.175407,-47.632125,0.01896,,,,,,
3991,PRC,Vận tải,2017.0,1.911267,0.020855,49.96877,-4534.741626,0.034022,0.104884,0.038405,0.109563,0.242139,0.324379,2.852848,0.536786,1.158828,0.052443,1.869146,-0.017992,57.618592,8.095788,0.123521,0.173945,-52.505897,0.017356,-0.117938,-0.117724,-0.027684,-0.178063,0.021801,-0.267698
3992,PRC,Vận tải,2018.0,1.922042,0.007367,61.093653,-4463.060159,0.040628,0.117579,0.013859,0.036035,0.293022,0.34554,2.600051,0.563489,1.290893,0.020924,1.597806,-0.005425,39.556785,5.484649,0.182327,0.125288,-36.473029,0.02528,0.180333,-0.288075,-0.180086,0.196116,-0.230888,-0.713743
3993,PRC,Vận tải,2019.0,1.918128,0.015595,58.114128,-6414.90493,0.049729,0.154211,0.025814,0.061885,0.250013,0.32247,2.397335,0.540571,1.176617,0.034651,1.711202,-0.013452,34.701936,6.902371,0.144878,0.141285,-31.860823,0.028817,0.19751,0.103285,0.046079,-0.165238,-0.012694,1.223889
3994,PRE,NULL,2017.0,1.320147,0.0,135.218469,,0.0,0.0,0.05087,0.065061,0.126714,0.893476,1.278979,0.782023,3.587646,0.020604,0.935111,-0.044387,,1.349668,0.28905,0.030675,,0.0,,,,,,
3995,PRE,NULL,2018.0,1.348031,0.0,280.833931,,0.0,0.0,0.020257,0.026031,0.120941,0.883595,1.285026,0.778194,3.508453,0.021481,0.427344,-0.034164,,1.280565,0.318009,0.022514,,0.0,,-0.207671,0.018077,0.030339,-0.168347,
3996,PRE,NULL,2019.0,1.374703,0.0,283.443929,,0.0,0.0,0.019002,0.023506,0.135482,0.798372,1.237022,0.808393,4.21901,0.020636,0.427627,-0.034682,,1.12987,0.371688,0.016496,,0.0,,-0.133518,0.22036,0.324819,-0.21661,
3997,PRO,Sản xuất thực phẩm,2016.0,1.511722,0.227319,615.02631,-642.254212,0.247134,0.796504,0.027679,0.294171,1.39082,0.310273,10.627859,0.094092,0.103865,0.183595,0.898392,-0.022811,1.669967,0.296735,3.370007,0.201515,-0.854559,0.598814,,,,,,
3998,PRO,Sản xuất thực phẩm,2017.0,1.818237,0.027316,757.339478,,0.001392,0.003125,0.237228,1.735277,1.749518,0.445346,7.314817,0.251806,0.336552,-0.240671,0.74793,-0.006799,632.543373,0.503238,1.987133,0.160029,-517.570112,0.001581,-0.995886,-0.419931,1.491638,-0.081168,-0.289249,-0.812751
3999,PRO,Sản xuất thực phẩm,2018.0,1.757094,0.120012,504.267867,-23300.856331,0.0,0.0,0.050469,0.842765,0.829705,0.362778,16.698744,0.413197,0.70415,-0.094586,0.878464,-0.028045,,0.887752,1.126441,0.178918,,0.0,-1.0,0.622546,0.123406,-0.311748,0.012595,4.334289
4000,PRT,Dịch vụ tài chính,2016.0,1.789584,0.240563,186.290959,-4794.920039,0.203728,0.458142,0.036321,0.073655,0.380896,0.444683,2.0279,0.614913,1.596815,0.091936,0.866416,-0.055546,1.83158,0.97965,1.019903,0.078265,-1.447419,0.545512,,,,,,
4001,PRT,Dịch vụ tài chính,2017.0,1.860565,0.176689,678.443801,-13792.931236,0.218136,0.482282,0.093673,0.160991,0.315677,0.4523,1.718649,0.646286,1.827146,0.051645,0.221607,-0.001954,0.916907,0.633593,1.57535,0.027566,-0.790536,1.088584,-0.046813,-0.686446,-0.479398,-0.262201,0.079659,-0.649524
4002,PRT,Dịch vụ tài chính,2018.0,1.582749,0.423289,282.242995,-3634.763754,0.155685,0.401147,0.048409,0.106033,0.429451,0.388099,2.190362,0.482859,0.93371,-0.016373,0.494176,-0.045163,2.993339,1.085146,0.920852,0.194245,-1.74566,0.333827,-0.22647,6.63717,0.708108,0.47445,-0.012965,5.049733
4003,PRT,Dịch vụ tài chính,2019.0,1.761035,0.244396,660.505591,-10111.587069,0.140112,0.298838,0.038652,0.096648,0.63738,0.468856,2.500446,0.442461,0.793598,0.020196,0.304195,-0.036279,2.106177,0.462989,2.158783,0.070405,-1.603688,0.474553,-0.102531,-0.638554,-0.175521,0.480049,-0.27344,-0.635401
4004,PSB,Xây dựng và Vật liệu,2016.0,1.939416,0.005888,89.613092,-786.872661,0.001877,0.002855,0.036095,0.713601,0.096032,0.657389,19.769876,0.316603,0.463279,0.019195,0.458834,-0.001696,104.195771,2.036533,0.491031,0.011849,-97.88316,0.009597,,,,,,
4005,PSB,Xây dựng và Vật liệu,2017.0,1.971792,0.004961,202.728902,-1483.532046,0.006363,0.010109,0.032716,0.814906,0.073406,0.629477,24.908109,0.305117,0.439091,0.019578,0.187269,-0.001584,24.190209,2.096964,0.47688,0.004342,-23.507844,0.041339,2.336221,-0.63937,-0.198765,-0.24778,-0.148039,-0.347415
4006,PSB,Xây dựng và Vật liệu,2018.0,1.961808,0.016372,114.041607,-1342.570433,0.007176,0.011311,0.046217,1.295204,0.081525,0.634476,28.024602,0.297719,0.423931,0.020676,0.280207,-0.003439,34.701243,3.054656,0.327369,0.009511,-33.375918,0.028817,0.117359,1.170194,0.586401,0.10034,0.019059,4.289672
4007,PSB,Xây dựng và Vật liệu,2019.0,1.976068,0.001317,117.934248,-1116.962309,0.000657,0.001028,0.101549,5.94577,0.066846,0.638768,58.550507,0.280211,0.389296,0.021599,0.262925,-0.001581,354.29278,3.480663,0.287302,0.005568,-345.813685,0.002823,-0.910663,-0.428445,-0.074365,-0.199524,-0.05531,-0.926641
4008,PSC,Vận tải,2016.0,1.853335,0.038839,11.11152,-506.593924,0.045695,0.284247,0.010681,0.039734,0.102539,0.160759,3.719907,0.496843,0.98745,0.057308,3.383377,-0.029278,36.85581,16.424396,0.060885,0.247004,-31.45036,0.027133,,,,,,
4009,PSC,Vận tải,2017.0,1.877915,0.04104,22.003999,-1204.798172,0.017343,0.12428,0.008984,0.027589,0.110937,0.139548,3.070942,0.518264,1.075828,0.057893,1.774836,-0.03085,99.444483,15.546514,0.064323,0.210557,-87.303838,0.010056,-0.598821,-0.098951,0.113643,0.143588,-0.188671,0.143792
4010,PSC,Vận tải,2018.0,1.887577,0.034658,21.057321,-1260.620991,0.012976,0.092924,0.013303,0.053025,0.113428,0.139642,3.985802,0.548029,1.212531,0.054735,1.949587,-0.031068,144.312712,16.509325,0.060572,0.210525,-128.088626,0.006929,-0.191319,0.080677,0.186464,0.105109,0.125015,-0.008926
4011,PSC,Vận tải,2019.0,1.894609,0.034569,19.208793,-1689.434532,0.020504,0.161385,0.009767,0.035099,0.092357,0.127049,3.593513,0.557973,1.262304,0.054327,1.95349,-0.03136,93.305755,20.71456,0.048275,0.201628,-83.472122,0.010717,0.644206,-0.003425,0.071488,-0.152746,-0.031398,0.06034
4012,PSD,Thiết bị và Phần cứng,2016.0,1.941984,0.012751,29.016197,-3215.326194,0.199899,0.202205,0.406717,0.449081,0.352255,0.988598,1.10416,0.906202,9.661248,0.010077,4.542801,-0.051698,11.083272,6.28959,0.156326,0.092931,-10.618385,0.088713,,,,,,
4013,PSD,Thiết bị và Phần cứng,2017.0,1.941065,0.013691,59.435348,-4336.347113,0.178767,0.180698,0.32451,0.368249,0.468316,0.989314,1.134783,0.881472,7.436789,0.02829,2.557072,-0.062905,14.464375,5.521398,0.179256,0.127168,-13.753013,0.068426,-0.157249,0.289562,0.091537,0.252864,0.302437,0.180893
4014,PSD,Thiết bị và Phần cứng,2018.0,1.940247,0.014188,67.883346,-4438.257854,0.267838,0.27072,0.235189,0.274737,0.416887,0.989352,1.168153,0.856124,5.950439,0.023982,2.444137,-0.051002,9.488563,6.096131,0.161899,0.120272,-9.039516,0.104015,0.327833,-0.161807,-0.127248,-0.211069,-0.148407,-0.097336
4015,PSD,Thiết bị và Phần cứng,2019.0,1.940366,0.011348,61.518502,-3154.327781,0.406703,0.4109,0.117017,0.141662,0.516263,0.989784,1.210609,0.826173,4.752855,0.008932,2.795965,-0.04999,7.173979,5.651526,0.174917,0.1422,-6.824337,0.137796,0.354798,0.054888,0.022798,0.1049,0.001523,-0.180724
4016,PSE,Hóa chất,2016.0,1.946568,0.012215,3.524593,-8.555293,0.001294,0.001562,0.64813,2.238185,0.186318,0.828373,3.453295,0.289578,0.407615,0.083343,19.548201,-0.037377,7456.013417,51.779038,0.019112,0.419552,-7131.760254,0.000133,,,,,,
4017,PSE,Hóa chất,2017.0,1.951219,0.007347,6.957535,-13.618511,0.22662,0.272416,0.426664,1.866485,0.182122,0.831888,4.374604,0.228592,0.296331,0.09712,9.818865,-0.023481,44.269435,55.08567,0.017908,0.358735,-42.686453,0.022284,161.88151,-0.204824,-0.025089,-0.090957,-0.119468,-0.41834
4018,PSE,Hóa chất,2018.0,1.955387,0.006745,10.67314,-15.572875,0.316967,0.347466,0.307291,0.558224,0.288172,0.912223,1.816598,0.55048,1.224593,0.048313,8.634615,-0.021244,21.391432,23.5289,0.041878,0.206108,-20.741181,0.046062,1.350679,-0.034398,0.142186,1.659293,-0.070184,0.042846
4019,PSE,Hóa chất,2019.0,1.958012,0.007173,16.133617,-24.36394,0.349258,0.389565,0.267182,0.731964,0.280376,0.896536,2.739569,0.365021,0.574855,0.062765,6.507131,-0.018334,22.392302,27.893632,0.035527,0.260096,-21.647591,0.044255,-0.227421,-0.115191,-0.193659,-0.317821,-0.122357,-0.139897
4020,PSG,Xây dựng và Vật liệu,2016.0,1.753093,-3.543884,1775.533733,-115175.676073,0.54717,0.662976,0.001893,0.001221,0.366352,0.825324,0.644985,1.676355,-2.473404,-1.301106,0.096758,0.0,0.068819,0.102786,9.191254,0.007638,-0.054859,13.727728,,,,,,
4021,PSG,Xây dựng và Vật liệu,2017.0,4.477636,0.643051,2638.004727,-103670.544164,0.452322,0.579811,0.002142,0.001208,0.423341,0.78012,0.564074,1.90955,-2.099445,-1.736972,0.064013,0.0,0.139011,0.148527,6.732767,-0.155788,-0.48343,7.19367,-0.376274,-16.388493,4.496385,-0.128112,-1.672194,-1.228612
4022,PSG,Xây dựng và Vật liệu,2018.0,1.791001,-0.539691,2919.323228,-307961.667839,0.505976,0.594149,0.003332,0.00178,0.440394,0.851598,0.534214,2.00365,-1.996363,-1.888625,0.145819,0.0,0.110337,0.126768,7.888431,0.011668,-0.087277,9.063157,0.046204,-1.070048,-0.811123,-0.027064,-1.983426,-1.696927
4023,PSH,Nước & Khí đốt,2017.0,1.940355,0.015802,13.645671,-1587.182648,0.526061,0.839256,0.063369,0.108933,0.079312,0.626819,1.719026,0.917278,11.088658,0.006963,2.132355,-0.001154,2.016366,13.374205,0.07466,0.061793,-1.898902,0.49521,,,,,,
4024,PSH,Nước & Khí đốt,2018.0,1.932193,0.016447,23.733019,-3191.918875,0.542973,0.811211,0.037927,0.066378,0.096529,0.669336,1.750167,0.880277,7.352597,0.022332,1.380498,-0.000402,2.23492,12.571333,0.079215,0.077552,-2.092092,0.445579,0.335876,0.624338,0.471785,0.575235,0.712212,0.541093
4025,PSH,Nước & Khí đốt,2019.0,1.915342,0.016343,32.362959,-4706.850028,0.523125,0.845862,0.030443,0.05082,0.084341,0.618452,1.66938,0.831007,4.917403,0.022595,1.031961,-0.017061,1.850899,11.480144,0.086355,0.074252,-1.708959,0.535613,0.06457,0.057944,-0.130389,-0.034552,0.123788,-0.12391
4026,PSI,Dịch vụ tài chính,2016.0,1.649429,0.070165,251.980944,,0.0,0.0,0.151519,2.624067,0.178939,0.963735,17.318446,0.057899,0.061457,-0.108031,0.275036,0.0,,0.724261,1.380718,0.045433,,0.0,,,,,,
4027,PSI,Dịch vụ tài chính,2017.0,1.499415,0.199106,445.999906,,0.0,0.0,0.079241,1.315475,0.157807,0.965544,16.600839,0.060393,0.064275,-0.080259,0.141817,0.0,,0.86834,1.151622,0.068595,,0.0,,0.525713,-0.178323,-0.108798,0.003803,2.032042
4028,PSI,Dịch vụ tài chính,2018.0,1.706661,0.044442,408.23583,,0.0,0.0,0.098884,1.851139,0.186926,0.966167,18.720391,0.053573,0.056605,-0.072755,0.160163,0.0,,0.824199,1.213299,0.045193,,0.0,,-0.340722,0.591932,0.185313,-0.048197,-0.74888
4029,PSI,Dịch vụ tài chính,2019.0,1.679497,0.057351,378.701764,,0.0,0.0,0.037027,0.118265,0.14732,0.95409,3.194018,0.313197,0.456021,-0.045812,0.160072,-0.000937,,0.921448,1.085248,0.043508,,0.0,,0.339274,0.178647,0.096399,0.21739,0.581825
4030,PSL,Sản xuất thực phẩm,2016.0,1.718904,0.273571,5.735774,-5307.780148,0.135524,0.178704,0.225896,2.330084,0.028367,0.758368,10.314858,0.096948,0.107355,0.220564,1.881597,-0.042938,6.660036,31.817841,0.031429,0.253715,-4.787924,0.150149,,,,,,
4031,PSL,Sản xuất thực phẩm,2017.0,2.178562,-0.159021,14.490047,-13958.624351,0.139914,0.238734,0.256007,2.100552,0.016838,0.586068,8.205068,0.121876,0.138791,-0.114,0.630529,0.0,5.044185,41.914321,0.023858,-0.126021,-5.944883,0.198248,-0.252839,-1.359469,-0.072294,-0.570427,-0.45153,-1.328937
4032,PSL,Sản xuất thực phẩm,2018.0,1.808677,0.169411,7.892008,-5680.579903,0.169937,0.276539,0.41007,1.725561,0.020642,0.614515,4.207969,0.237644,0.311724,0.177692,0.902492,-0.018317,4.880659,40.181349,0.024887,0.158684,-3.946877,0.20489,0.343244,-2.392584,-0.108204,0.355753,0.47394,-2.384621
4033,PSL,Sản xuất thực phẩm,2019.0,2.207551,-0.233044,10.346921,-7728.818662,0.181322,0.459372,0.200694,4.584785,0.009131,0.394716,22.844649,0.043774,0.045778,-0.173682,0.598124,0.0,4.3561,86.503554,0.01156,-0.163936,-5.260214,0.229563,-0.382211,-1.598161,-0.176639,-0.743876,-0.323824,-1.758501
4034,PSN,Vận tải,2016.0,1.890042,0.069037,70.290893,,0.034002,0.07549,0.085813,0.314969,0.256648,0.450411,3.67042,0.272448,0.374473,0.10075,1.350211,-0.003767,19.597569,2.596353,0.385156,0.07327,-17.442658,0.051027,,,,,,
4035,PSN,Vận tải,2017.0,1.903529,0.052811,105.580904,,0.022009,0.044287,0.125873,0.365642,0.274105,0.496966,2.904848,0.344252,0.524976,0.100248,0.928338,-0.003513,39.391058,3.16287,0.316169,0.083636,-35.590961,0.025386,-0.269621,0.287993,0.490305,0.205108,0.472102,0.123029
4036,PSN,Vận tải,2018.0,1.933677,0.039835,106.392343,,0.021253,0.032707,0.15558,0.351432,0.46816,0.649802,2.25885,0.442703,0.794376,0.096219,1.31805,-0.004594,55.732696,2.530106,0.39524,0.078559,-52.036362,0.017943,0.190336,0.157833,0.740351,1.105352,0.045501,0.270326
4037,PSN,Vận tải,2019.0,1.925237,0.045361,196.88665,,0.050632,0.078838,0.071645,0.189807,0.612378,0.642229,2.649263,0.377463,0.606331,0.096035,1.007177,-0.003933,20.717684,1.712966,0.583783,0.078425,-19.168763,0.048268,1.147744,-0.100004,-0.20883,0.179244,0.001559,-0.09084
4038,PSP,Vận tải,2016.0,1.678322,0.001698,89.79964,-1890.367733,0.010033,0.058182,0.043613,0.327911,0.123366,0.172448,7.518669,0.308295,0.445703,0.028275,0.524014,-0.000615,24.988338,2.032302,0.492053,0.08065,-16.95015,0.040019,,,,,,
4039,PSP,Vận tải,2017.0,1.659106,0.113204,129.978818,-2331.00365,0.005744,0.033981,0.064771,0.469051,0.097599,0.16904,7.241714,0.287735,0.403972,0.05082,0.311624,-0.001498,53.920653,3.173531,0.315106,0.105586,-35.539428,0.018546,-0.425768,0.313117,0.203993,-0.206493,-0.088548,81.626876
4040,PSP,Vận tải,2018.0,1.629062,0.101339,81.629826,-436.666834,0.009212,0.059221,0.050769,0.357099,0.098121,0.155558,7.033846,0.259426,0.350304,0.046542,0.439098,-0.002572,48.338254,4.53836,0.220344,0.165182,-30.407777,0.020688,0.548835,0.510854,0.325193,-0.029078,0.56238,0.242952
4041,PSP,Vận tải,2019.0,1.676845,0.096403,69.167245,-261.748289,0.006075,0.03278,0.071108,0.427739,0.10739,0.185325,6.015386,0.237546,0.311555,0.049156,0.544494,-0.003809,89.931506,5.087315,0.196567,0.176548,-60.869734,0.01112,-0.350797,0.052231,0.299564,0.077487,0.015988,0.148985
4042,PSW,Hóa chất,2016.0,1.95342,0.015706,1.885546,-5.896783,0.026925,0.032245,0.721692,4.09347,0.089104,0.834998,5.672048,0.176303,0.214039,0.095646,17.467076,-0.032958,320.311502,96.788916,0.010236,0.324413,-308.262562,0.003093,,,,,,
4043,PSW,Hóa chất,2017.0,1.960907,0.004295,7.808135,-13.313627,0.362222,0.39362,0.309693,0.801053,0.185755,0.920233,2.586599,0.386608,0.630279,0.065461,6.842859,-0.011867,16.313342,31.810971,0.031109,0.17139,-15.840179,0.060663,16.875625,-0.298023,-0.081455,1.770004,-0.017393,-0.751037
4044,PSW,Hóa chất,2018.0,1.968482,0.004062,11.964251,-19.640526,0.420235,0.459423,0.014837,0.053617,0.305723,0.914702,3.613703,0.276724,0.382599,0.05096,7.395131,-0.013612,19.37039,26.625794,0.037275,0.196814,-18.902048,0.051237,-0.054482,-0.064115,0.128285,0.341343,-0.083442,0.061756
4045,PSW,Hóa chất,2019.0,1.965041,0.001723,16.712105,-23.188662,0.337364,0.373852,0.161133,0.890013,0.322567,0.902399,5.523485,0.181045,0.221068,0.036839,6.940008,-0.007649,21.95351,22.960553,0.043158,0.193449,-21.380095,0.045137,-0.309907,-0.155084,-0.219436,-0.093029,-0.071865,-0.66828
4046,PTB,Hàng gia dụng,2016.0,1.839966,0.089316,23.270192,-979.267114,0.293237,0.478164,0.018652,0.033937,0.257866,0.613257,1.81949,0.560203,1.273775,0.143896,4.069709,-0.074672,6.896654,7.842651,0.127508,0.323645,-5.792955,0.144998,,,,,,
4047,PTB,Hàng gia dụng,2017.0,1.824482,0.099612,46.543059,-1778.262812,0.279113,0.509047,0.02147,0.040166,0.211487,0.548305,1.870795,0.575241,1.354278,0.130834,1.82936,-0.057539,5.511828,7.274324,0.13747,0.270021,-4.544403,0.181428,0.357119,0.189554,0.06462,0.169352,0.176337,0.209633
4048,PTB,Hàng gia dụng,2018.0,1.821358,0.099236,51.168237,-2277.562832,0.300117,0.486694,0.019722,0.040493,0.228629,0.616645,2.053231,0.511393,1.046633,0.113898,1.591125,-0.045315,4.625755,6.072153,0.164686,0.248003,-3.799402,0.216181,0.415902,0.209433,0.183782,0.423542,0.276737,0.183805
4049,PTB,Hàng gia dụng,2019.0,1.814163,0.097656,51.778798,-2301.196221,0.305348,0.541568,0.029228,0.057419,0.184174,0.563822,1.964538,0.573655,1.345519,0.10297,1.443457,-0.050518,4.198298,6.960495,0.143667,0.238227,-3.418118,0.23819,0.295624,0.223231,0.165603,0.025822,0.252148,0.157177
4050,PTC,Xây dựng và Vật liệu,2016.0,1.94267,-0.082945,172.570241,-3878.268547,0.059,0.071103,0.083036,0.222167,0.497997,0.829776,2.67555,0.622575,1.649535,-0.051229,1.337006,-0.068057,8.926348,1.05754,0.943885,0.029296,-8.429796,0.111826,,,,,,
4051,PTC,Xây dựng và Vật liệu,2017.0,1.9129,0.032327,641.479145,-5624.659143,0.070687,0.099606,0.049647,0.186411,0.406879,0.709669,3.754763,0.605786,1.536694,-0.023825,0.347298,-0.001588,3.707082,0.644034,1.552714,0.022824,-3.384193,0.269754,0.160359,-0.245463,-0.534167,-0.208703,-0.169585,-1.187816
4052,PTC,Xây dựng và Vật liệu,2018.0,1.911922,-0.345437,2249.958809,-80972.296825,0.018677,0.025332,0.010808,0.016844,0.248174,0.737293,1.558417,0.645354,1.819717,-0.137444,0.09773,-2.6e-05,3.25428,0.24491,4.083141,0.005353,-2.96765,0.307288,-0.785485,-0.809574,-0.811889,-0.504798,0.485108,-3.012232
4053,PTC,Xây dựng và Vật liệu,2019.0,2.33332,7.05986,5114.112327,-161159.55695,0.014278,0.0259,0.018121,0.093149,0.589716,0.551279,5.140367,0.194928,0.242125,0.005008,0.255083,-0.040314,2.482123,0.060097,16.639707,-0.011813,-3.309464,0.402881,-0.529699,-2.357496,-0.47553,0.461826,-0.722106,-8.331132
4054,PTD,Xây dựng và Vật liệu,2016.0,1.907785,0.026742,34.641661,-11187.36684,0.411332,0.485959,0.147824,0.207392,0.391779,0.846435,1.402967,0.712789,2.481762,0.077705,4.13916,-0.041398,5.017784,5.268223,0.189817,0.19033,-4.555068,0.199291,,,,,,
4055,PTD,Xây dựng và Vật liệu,2017.0,1.948456,0.003298,58.355273,-58230.851339,0.062923,0.086793,0.056029,0.07304,0.413304,0.724973,1.303621,0.769291,3.334456,0.042833,2.525121,-0.010024,37.628458,5.728672,0.174561,0.122041,-35.688926,0.026576,-0.825666,-0.269258,0.365904,0.202254,-0.062164,-0.838774
4056,PTD,Xây dựng và Vật liệu,2018.0,1.894175,0.012566,114.571536,-27011.079144,0.239794,0.304014,0.216074,0.290739,0.331321,0.788761,1.34555,0.819727,4.547132,0.025544,1.175626,-0.018716,4.440007,3.213463,0.311191,0.112671,-3.970142,0.225225,3.672723,0.131999,-0.480192,-0.017081,0.077933,1.100795
4057,PTD,Xây dựng và Vật liệu,2019.0,1.920229,0.00815,57.924361,-1853.956863,0.206698,0.264736,0.126357,0.164721,0.357061,0.780772,1.30361,0.801308,4.032925,0.025975,2.170831,-0.037943,11.05635,6.400388,0.156241,0.182303,-10.174374,0.090446,-0.22454,0.455604,0.98729,-0.030485,0.463056,0.252423
4058,PTE,Xây dựng và Vật liệu,2016.0,1.846559,-0.009112,24.267901,-1698.73931,0.076927,0.496012,0.015752,0.024464,0.071423,0.155091,1.553105,0.993923,163.544016,-0.241423,1.079303,0.0,6.982131,7.520221,0.132941,0.082301,-5.912277,0.143187,,,,,,
4059,PTE,Xây dựng và Vật liệu,2017.0,1.891541,-0.063497,56.423704,-8878.068415,0.078997,0.533162,0.002469,0.003562,0.069665,0.148167,1.442787,1.02183,-46.80831,-0.272401,0.457812,0.0,5.813002,6.591648,0.151633,0.049606,-5.185047,0.171945,0.014323,-0.40464,-0.110443,-0.036559,-0.107388,4.884892
4060,PTE,Xây dựng và Vật liệu,2018.0,1.892302,-0.097877,49.843166,-6580.62907,0.087509,0.509039,0.029734,0.036903,0.060826,0.171909,1.241127,1.069371,-15.415317,-0.319302,0.483683,0.0,5.452496,7.844342,0.125944,0.046192,-4.924638,0.181191,0.110585,-0.066444,0.054808,-0.124645,0.188677,0.605726
4061,PTG,Hàng cá nhân,2016.0,1.893922,0.090839,22.844967,-107.222079,0.01223,0.01748,0.47952,1.170013,0.204207,0.699641,2.439968,0.409841,0.69446,0.079614,3.306281,-0.021957,133.390207,7.98863,0.125178,0.173049,-119.240462,0.007497,,,,,,
4062,PTG,Hàng cá nhân,2017.0,1.879467,0.103879,48.387765,-175.313457,0.014739,0.019225,0.48373,1.198455,0.226606,0.766626,2.477527,0.403628,0.676806,0.139813,1.65668,-0.021285,99.36409,6.462695,0.154734,0.176519,-87.387428,0.010064,0.522076,0.288319,0.11548,0.401524,0.185835,0.296576
4063,PTG,Hàng cá nhân,2018.0,1.788391,0.205202,43.487461,-647.85345,0.014298,0.019857,0.416035,1.004018,0.186699,0.720034,2.413298,0.414371,0.707565,0.279932,1.758035,-0.047779,118.793782,9.09742,0.109921,0.359412,-93.655992,0.008418,0.008257,1.116229,0.080583,-0.14369,-0.159918,1.381158
4064,PTG,Hàng cá nhân,2019.0,1.939314,0.055171,32.907604,-765.427718,0.012157,0.015573,0.599904,1.204722,0.131476,0.780652,2.00819,0.497961,0.991877,0.077377,1.762503,-0.024697,129.148766,11.942038,0.083738,0.095283,-121.311227,0.007743,0.046906,-0.673592,0.356042,-0.13295,0.095621,-0.693993
4065,PTH,Nước & Khí đốt,2016.0,1.919619,0.006913,5.226223,-328.586078,0.073719,0.225882,0.015864,0.048334,0.227216,0.326362,3.046694,0.669392,2.024733,0.044818,15.872519,-0.03446,107.629799,34.920054,0.028637,0.637771,-98.978451,0.009291,,,,,,
